編號,名稱,簡介說明,鄉鎮,地址,電話,緯度,經度,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊
340,追分車站,,大肚區,王田村追分街13號,(04)26933106,24.12062,120.57018,,,高速公路下王田交流道延沙田路往大肚方向直行，行約1.5公里於追分街左轉即可抵追分車站。,從臺中站搭乘通勤電車至追分站下車。,
339,大安溪鐵橋ˍ花樑鐵橋,大安溪橋是於明治36年(1903年)5月開工，明治41年(1908年)2月14日竣工。屬「下承式曲弦桁樑」(俗稱花樑)橋，由10孔(兩橋墩間一桁樑為一孔)62.41公尺花樑構成，全長637.39公尺，歷經1935年4月大地震後改建及民國52年(1963年)抽換鋼樑工程，橋樑結構增強，外觀上似乎與1908年剛建成時無異，但若仔細看桁架與樞結部份則大不同，尤其是民國52年抽換鋼樑之後，較能承載更重與更高速及更多班次的列車通過為重點。1998年為了行車效率，火車改走「新山線」，而讓這一段台鐵西部縱貫鐵道最有特色的路段走入歷史，后里站以北的舊鐵道猶存，以南的鐵道則已不復存在，而另一座美麗的「大甲溪花樑鋼橋」，現在鐵路已經鋪平變成了路，已經成為「后豐鐵馬道」的一部分。為目前臺灣舊山線鐵道僅存之三座花梁鋼橋之一（此類型的花樑鋼橋構造大致有「大安溪鐵橋」、「大甲溪鐵橋」及「高屏溪舊鐵橋」等三座）。,后里區,泰安里,,24.32855,120.757,,,從后里進入泰安村，往右即可到達舊泰安車站，往左即可到達大安溪鐵橋及神秘洞。,搭火車到后里火車站，騎腳踏車約30分可到。,
337,臺中線震災復興記念碑,,后里區,泰安村泰安車站側,(04)25562116,24.32285,120.7491,,,從后里進入泰安，往左即可到達大安溪鐵橋及神秘洞，往右即可到達舊泰安車站，台中市震災復興紀念碑即在舊泰安車站。,(1)坐火車到豐原火車站，轉搭豐原客運(豐原－泰安－大甲)(很少班)，在泰安站下車。(2)坐火車到泰安火車站，再走路約20分可到舊泰安火車站。,
336,日南車站,日南車站位於臺中市大甲區，大安溪以北，為臺灣鐵路管理局海岸線的鐵路車站。日南車站為日式建築，大致上是英國及德國的混合建築樣式。除了典雅構造外，另外可見當年與國際同步接軌的木造窗架及廊柱，並有以泥土混合米糠及石灰砌成的牆壁。車站至今仍保存得相當完整，為海線標準形的木造站房。由於到日南火車站搭車的人數極少，平均每天乘客只有數十人，大都是搭往大甲的短程乘客，現今已被台鐵改成甲種簡易站，不過每日仍有許多火車迷到此造訪。日南車站建於民國11年，是標準的海線木造車站，本站最大的特色，是那設在側邊高處，狀似牛眼的「牛眼窗」，從月台觀看，便可以見到醒目的牛眼窗就穩穩的鑲在高處，而車站四周草木茂密，綠意盎然，儘管夏日再熱，太陽再大，在本站也享受綠蔭帶來的清涼。,大甲區,中山路二段140巷8號,(04)26816113,24.37807,120.65412,,日南車站於目前仍然常態性販售販售名片式車票，購買後可持名片式車票直接或加價搭乘列車。,從臺中往大甲方向走大甲外環道路，過大安溪橋右轉，在第一路口左轉直行在右側即可看到。,坐火車往海線，至日南火車站即可。,路邊停車。
335,臺中市文昌公廟,台中市文昌公廟，位於南屯區南屯里文昌街100號。南屯區昔為平埔族巴布薩人貓霧社之獵場，清領（1684）後，漢人入墾日盛，於雍正四年（1726）即開墾有成，建立萬和宮（今萬和路一段51號，市定古蹟），供奉媽祖。又本地為昔日半線城（今彰化）至葫蘆墩街（今豐原）之中途站，以打製犁頭等農具聞名，故稱「犁頭店街」。據清道光《彰化縣志》卷五〈祀典志〉所載，清道光以前，彰化縣內共有七座文昌帝君祠，其中「一在犁頭店街，嘉慶二年，歲貢生曾玉音等捐建。」可知「犁頭店文昌祠」由歲貢曾玉音發起倡建於嘉慶二年（1797），與西螺街外之文昌祠同為彰化縣內最早建立之文昌帝君祠，為今台中地區文化之發祥地。創建之初，係由簡姓族人以其洪源一世祖簡會益與先祖南京主事簡貴信之名義捐獻基地，並由歲貢曾玉音集資，擇址於今南屯市場處建廟，命名為「犁頭店文昌祠」，即本廟創建之名。依大正13年(1924)版《宗教台帳》記載之祠會組織，有嘉慶19年 (1814)由陳日新創設「新蘭社」。嘉慶24年（1819）由張天德發起創立「騰起季」（又名文林社）。同治6年（1867）成立「崇文社」。光緒2年 (1876），由烏日區學田庄陳吉輝發起成立「大觀社」。由各社集資購置田地，其放租與收成所得，於文昌祠廂房設置鄉學，聘請地方碩儒執教，推動地方文風，培育英才。並每年在文昌祠舉行兩次鄉試，頒發膏火（學費）獎勵，促使地方人才輩出，而享有台中地區文化發祥地之盛名。而大觀社為本廟唯一僅存之祠會，每年農曆8月10日於本廟舉行祭典。乙未（1895）割讓後，台灣與澎湖成為日本殖民地。日治明治三十一年（1898）借用本廟為「犁頭店公學校」校舍，明治三十八年（1905）始遷至今南屯國小現址。文昌祠的建物格局與建地面積之考據，依日治大正年間調查之《宗教台帳》記載，已發展為坐東北朝西南，三開間正殿帶拜亭及左右兩廂房，廟前並有一堵照壁，建物共約94坪，整體佔地則約660坪，廟域堪稱宏敞。而當時所奉祀之主神，僅有梓潼帝君、朱衣帝君、魁斗君等三尊神像。,南屯區,文昌街100號,(04)23891827,24.13798,120.63861,,,由中清交流道下高速公路，直行至文心路左轉，見到昌平路左轉即可抵達。,臺中客運14、34線仁友客運3、27線,
333,大墩文化中心,"臺中市大墩文化中心，座落於草悟道最黃金的交會節點，與國立臺灣美術館、綠園道、梅川流域共同譜出這城市最具美與意的身心靈軸線。中心建築以文化灰磁為外觀，大廳自然採光，內部由白色大理石嵌砌而成，整體明亮而寬敞。大墩文化中心總面積15,178.93平方公尺，連地下室共為八層。地上樓層為辦公室、期刊室、閱覽室、自修室、陳列室及展覽室；地下樓層有展覽室、簡報室、演講廳、會議室、舞蹈教室、視聽放映室、音樂教室及研習教室等。每日湧入超過7 千人次，在幽靜的圖書館、全國最大的自修室，期刊室都可以看到孜孜不倦的學子。各具功能的展覽室、演講廳、研習教室，每天都像藝術市集般，一場場藝術饗宴輪番上陣。",西區,英才路600號,(04)23727311,24.14146,120.66607,,藝文場所請勿大聲喧嘩。,1. 由中山高速公路中港交流道下匝道→臺灣大道→右轉英才路。2. 由中山高速公路南屯交流道下匝道→五權西路→左轉向上路→右轉英才路。3. 由中彰快速道路→下五權西路出口→左轉向上路→右轉英才路。4. 由中投快速道路→下五權南路出口→接五權路→左轉英才路。,全航客運5(大墩文化中心(英才路))豐原客運51(大墩文化中心(英才路))台中客運 71（大墩文化中心(五權路)） 統聯客運 56、75（大墩文化中心(五權路)）仁友客運 30、40（文化中心站(五權路)）綠能街車(台中客運 全航客運 豐原客運)11（大墩文化中心(五權路)）,車輛可停至收費停車場，收費費率20元／小時（24小時開放），車位共50位。
278,寶覺寺,寺內以友愛鐘樓、七寶塔、彌勒大佛塑像三樣建築最為著名，其中全身金色的彌勒佛的塑像高有七層樓是寶覺寺最醒目的指標，也成為來訪遊客駐足拍照的定點之一。大佛前有一庭園廣場，又叫同心公園，園內陳列了許多小歡喜佛，或斜倚，或端坐，各具姿態。廣場上還陳列了一個80年前的運煤火車頭，古意盎然。而友愛鐘樓的樓頂安置有日本人所贈送重達一千台斤之大鐘，另地藏殿前方為「日本人遺骨安置所」墓園，每年所到之日本觀光客不勝之數。,北區,健行路140 號,(04)22335179,24.15929,120.68694,,,由中清交流道下高速公路，往市區方向直行至大雅路，遇健行路左轉直行即至。,搭乘台中客運6、12、14、15、16、34、36、100、102線或仁友客運1、2、21、31、32、27可抵達。,
275,磺溪書院,"殿內供俸管功名的文昌帝君。每接近基、學測、二技、高普考，裡面擺滿考生准考證影本。書院平面格局為兩進、雙護龍、七開間、帶四垂拜亭之四合院，為清光緒年間典型之書院建築。建築材料採雕花磚、青石、泉州白、福杉等，精緻華麗，足以媲美彰化道東書院。規模：磺溪書院俗稱文昌廟，供奉文昌帝君，內設有拜殿、大殿等。 該書院的古匾：「雅歌孝友」光緒丙戌科，欽點御前侍衛廖錦華立。「經天緯地」「光緒乙丑端月穀旦，磺溪書院總董紳民同立」。其石柱對聯：「磺石舒丹半壁嵯峨開筆陣，溪流映碧千層浩瀚起文瀾」。「磺氣接丹霄靈通帝座，溪痕聯碧漢彩耀台垣。」，而磺溪書院的一大古鐘，太平洋戰爭中曾為日軍所掠奪，今則放置於大肚國民小學校園中。該鐘之銘，有如下列：「磺溪書院，文昌帝君，光緒十五年乙丑季秋月穀旦，大道西下保諸紳董舖民同敬」。磺溪書院是大肚區至今留存最古老的建築，也是臺中市現存唯一書院，現為市定古蹟。俗稱文昌廟的磺溪書院，乃是昔日大肚地區(包含大肚、烏日、龍井三鄉鎮)的文教中心，興建於清光緒年間，至今已有130多年歷史，無論建材、造型、施工技術上均十分精巧，尤其以磚工雕琢之精美聞名，堪稱是清領末期文教建築的傑出作品。<p>?</p><p><span style=""font-size:1em;"">磺溪書院從清領時期創建開始，便是大肚地區的精神象徵和文化堡壘，早年住民的祖先們在此入學啟蒙，科舉時代曾出過多位秀才，之後歷代承傳，學風鼎盛，許多有志之士都出自於磺溪書院。直到今日大肚區依然文風興盛，最為人津津樂道的就是擁有「校長之鄉」的美名</span><span style=""font-family: -apple-system, ""Microsoft JhengHei"", ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 1.125rem; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400;"">。</span></p>",大肚區,磺溪里文昌一街10號,(04)26991105,24.15006,120.53931,,,由台1線省道轉入大肚區，從區公所前文昌路直行即可到達。,(公車):搭乘台中客運的或仁友客運到大肚火車站下車，往本和街直走，於文昌路右轉過鐵道即文昌橋直走，至34巷左轉直行即可見磺溪書院。(火車):搭海線火車於大肚火車站下車，出火車站右轉往本和街直走，於文昌路右轉過鐵道即文昌橋直走，至34巷左轉直行即可見磺溪書院。,
271,樂成宮,台中市旱溪媽祖廟一「樂成宮」之歷史淵源，溯自乾隆初年，林氏祖先渡台拓墾，為冀求一帆風順及其墾業順利，遂恭迎湄洲天后宮之「老二媽」金尊一道來台，林氏一行人，行經至本宮現址，因神靈顯異，乃擇定聖地，暫奉祀神祇於此。時光荏苒，眾等皆拓墾有成，有志人士乃於清朝乾隆十八年﹙公元１７５３年﹚，毅然創建「樂成宮」於現址，供信徒 朝夕頂禮膜拜。迨至大正十年〈公元１９２1年〉，因人口增加，聚落形成，為因應日益增加之信眾，旱溪庄保正林源泉、張昧、賴為堯三人，乃有重建廟宇規模之議，遂協同地方熱心人士林大發、龔顯柴、賴為堯、林阿堂、林同、林均等人，推動重建工程，工程萬端艱辛，歷經數載之施工，廟宇正殿於大正十三年〈公元 １９２４年〉建造完成，三川殿於昭和四年〈公元１９２９年〉竣工，及至民國八十年擴建後殿，「樂成宮」宏偉莊嚴完整之廟宇建築終告呈現。綜觀「樂成宮」的創建、修賈、擴建，有如一部地方開拓史。,東區,旱溪街48 號,(04)22111928,24.1407,120.69802,,,從臺中火車站直行至自由路右轉，至旱溪旁右轉旱溪西路，旱溪街再左轉即可抵達。,可搭黃線高潛力公車(朝馬→黎明新村→樂成公園)在樂業路口下車,
270,德基水庫,德基水庫位於大甲溪上游（大甲溪流域圖），為我國首座拱形高壩。於民國58年12月開工，民國62年12月開始蓄水，民國63年6月發電。德基電廠下游尚有青山、谷關、天輪、新天輪、馬鞍、社寮等電廠連續發電，並有石岡水庫供應大台中地區民生用水，並具截洪濟枯、灌溉、給水、遊憩等效益，實為中部地區唯一可靠的水源。本集水區分別轄屬台中、宜蘭、花蓮及南投等四縣市，並跨雪霸、太魯閣二國家公園（集水區土地權屬圖）及梨山風景區（參山國家風景區），風景秀麗。德基水庫集水區自民國56年建壩前起便開始從事各項水土保持、涵養水源等工作，近年更以加強生態保育為目標；由於集水區治理工作必需仰賴中央及地方各有關機關共同辦理，乃於民國62年依據經濟部組織規程呈報行政院，奉核成立經濟部德基水庫集水區管理委員會。,和平區,梨山里,(04)25981331,24.26485,121.19053,,,"下豐原交流道,循10號省道至豐原區,轉3號省道至東勢,續接中橫公路(8號省道)經谷關可至德基.交流道至德基約78.5公里 。",豐原客運：於豐原客運台中總站或豐原總站搭乘往梨山的班車，於德基水庫下車。,
268,廣三SOGO百貨,"位於大台中地區之中港商圈、黃金地段上的廣三SOGO百貨，於1992年3月12日廣三建設與日本SOGO正式簽訂合作契約，並開始籌備展店計劃，百貨大樓由廣三建設機構出資興建，聘請知名建築師，共同精心設計；於1993年6月19日動工，並於1995年11月11日盛大開幕。在每一次的活動中不斷求新求變，希望帶給顧客全新的體驗，輕鬆享受休閒、藝術、娛樂等趣味，提供中部人一個服務親切、歡樂舒適的購物天堂。秉持「溫柔的笑容、熱情的態度、敏捷的服務」的原則，並以「顧客至上」為宗旨，提供最親切的服務態度以及安全舒適的購物空間給每位來到這裡的顧客。最重視「禮貌服務」，對顧客展現親切的笑容，讓每位來到這裡的顧客都有""家""的感覺，為服務顧客便利消費需求，不斷擴充服務項目，讓所蒞臨的顧客們能方便購物，並且不斷引進知名品牌，提昇服務品質，喜歡流行、求新求變的消費者。",西區,臺灣大道二段459號,(04)23233788,24.15538,120.6621,,,國道一號中山高速公路→中港交流道→往市區方向直走→美村路→廣三SOGO百貨 中彰快速公路→市政路出口下交流道往台灣大道方向，右轉往市區方向直走→廣三SOGO百貨 中投公路→文心路往北屯路方向，台灣大道右轉往市區方向直走→廣三SOGO百貨,搭乘台鐵/公車 至【科學博物館】站→步行約3分鐘→廣三SOGO百貨台中客運 57、70、88	統聯客運 83、86	 巨業客運 168、169	豐榮客運 48	 全航客運 62、68	 	 至【廣三SOGO(美村路)】站→步行約3分鐘→廣三SOGO百貨台中客運 71、72,專屬免費停車 兌換辦法適用地點：廣三SOGO專屬停車場(草悟道旁英才路470巷)開放時間：每日AM9：00至PM10：00例假日及特殊檔期有接駁車接送至廣三SOGO百貨。	 購物停車優惠：專屬停車場停車優惠辦法同本公司停車場	(廣三SOGO百貨聯名卡及外社卡不適用專屬停車場)
267,中友百貨,寬敞明亮的空間、挑高的設計、橫面流暢的動線、以及隨處可見的綠化點，處處都是出於人性化的設計。許多匠心獨具的顧客休息區，茶吧與咖啡吧錯落於各樓層，漫步其間，不購物也舒暢。以敏銳的流行觸角，不斷感應、蒐集世界一流商品。更透過每年的改裝調整，使樓層商品定位更明確，拉近各個客層與時尚舞臺之間的距離，讓流行隨時躍動在生活裡。從一句微笑的「歡迎光臨」開始，我們提供每一位顧客，人性化而全生活的服務。除了一般服務項目外，極少數百貨公司才有的親子廁所、多功能廁所，育兒諮詢室/哺集乳室等，更顯現無微不至。深入您心的服務，倍感親切的溫馨，好似在陌生與疏離的人際關係中，縫起一條拉鍊，牽緊了你我的心。中友百貨主題廁所，曾獲台中市100年上半年度公廁評鑑「總冠軍」，榮耀傲視全台！ 中友百貨共有十八座主題廁所，發表以來獲獎無數。九十七年C 棟 13樓-浮世光影廁所，曾榮獲台中市環保局「九十七年列管公廁分級管理評鑑檢查計畫」頒發最高榮譽，象徵終身成就獎之「金典無雙獎」。九十八年度更榮獲行政院環保署公廁考核「特優」殊榮，是全國唯一獲獎的百貨。中友百貨引領獨特時尚公廁文化，歡迎您親臨體驗！,北區,三民路三段161 號,(04)22253456,24.15226,120.6846,,,從中港交流道下，沿臺灣大道直行五權路左轉，育才北路右轉即到,仁友客運/21、105路台中客運/6、8、9、14、15、16、26、29、35、57、70、71、82、88、100、108、132路統聯客運/1、18、25、31、61、73、83、86路豐原客運/12、55、200、203路全航客運/5、58路彰化客運/99 路,本館提供280個停車位、週邊有育才北路食尚風味館、五權中醫停車場、一中街停車場、益民商圈停車場等特約停車場。
265,福壽山農場,"福壽山農場位處臺中梨山南側五公里的山坡上，海拔高2,100至2,614公尺之間，合歡山與雪山等群峰環抱，佔地約八百多公頃，原為安置榮民栽種溫帶水果、高冷蔬菜與高山茶葉的純農業經營型態，因社會變遷，傳統農業日趨沒落，配合國家政策發展觀光休閒結合農業生產多角化經營，獨特的高山氣候環境，孕育出豐富的人文自然景觀，另有「臺灣小瑞士」美名。氣候四季變化分明的福壽山農場，十二月份各有不同的美麗風情，相當引人入勝，宛如來到世外桃源。春季百花爭艷，櫻花、李花、桃花等花卉相繼綻放，適合漫步花海、拍照留念；夏季氣候宜人，黃金貓耳葉菊盛開點綴山谷，適合避暑踏青、露營觀星；秋季物產豐收，蘋果、水蜜桃、水梨等果實纍纍，適合採果體驗、觀賞晨曦夕陽；冬季景觀蕭瑟，楓葉紛紅飛揚，梅花枝頭開展，白雪覆蓋山頭，適合賞楓、眺望雲海山嵐，感受猶如北國般迷人的異國情調，令人難以忘懷。農場內部設施與服務規劃完整，用餐、住宿、觀光、導覽一應俱全，可在最高處的天池觀夕照俯瞰雲霧山海、古色古香的日式建築松盧前賞楓紅，或是製茶廠旁賞波斯菊花海，都是此處很熱門的活動行程。此處出產的農特產品更廣為大眾喜愛，特別像是蜜蘋果，香甜可口，汁多肉脆，以及福壽長春茶也頗負盛名，清香甘醇、喉韻無窮，被品茗者奉為珍貴極品，時常供不應求。",和平區,梨山村福壽路29號,(04)25989205,24.2449,121.24578,,,臺北走北宜或濱海公路經宜蘭，轉台七省道往員山經牛鬥，接台七甲中橫宜蘭支線 經棲蘭、武陵、梨山到福壽山。 南下北上走中山高王田交流道經台14省道到草屯 ; 國道三號(二高)草屯交流道下往 埔里，經埔里往合歡山、梨山到福壽山。,國光客運： 宜蘭、羅東站每天各有二班次往梨山。 豐原客運：台中市經豐原、東勢、埔里、梨山，每天三班次，梨山到本場客運每天二 班次。花蓮客運：花蓮往梨山每天二班次。,
263,繼光街商圈,繼光街是屬於臺中市早期發展的商業型街道，該地區在日據時代稱之為「榮町」。在臺灣光復以前，以布店、飲食店、錶店及雜貨店等民生商業為主；日據時代至光復初期，可說是全臺中市最熱鬧的街道之一。臺中市繼光街原是臺中市中區商業區的主題性商業街道之一，由繼光街、綠川西街、臺灣大道、及其相鄰之自由路商圈而形成的商業性活動街廓。目前已完成繼光行人徒步區造街計畫，其主要目標為串連繼光街周圍之火車站、中山公園、電子街及綠川西東街等，延續嶄新的造街風貌；改善目前接通壅塞、街道混亂景象；及結合騎樓與商家店面，加強該區商業活動，吸引人潮，促進繼光街商業發展。繼光街是當時最繁華的商圈，也是老一代臺中人的回憶；隨著時代的斗轉星移，演變成多元化的經營，展現商圈旺盛生命力。另一項特色，就是美食，品嚐不同風味佳餚，一次滿足你的味蕾，來這絕對讓你吃喝玩樂樣樣足。,中區,繼光街、臺灣大道一段西側至民權路,,24.1392,120.683,,,●自行開車：國道一號：於臺中交流道下，往臺中方向行駛臺灣大道，直行至繼光街口即抵商圈。,臺中客運： 71(民權繼光街口)、6、9(合作金庫站)、27(民權繼光街口)、33、35(第一廣場站)、82、100 (中山自由路口)、101、107 、108(合作金庫站)、132(合作金庫站或第一廣場站)、290(民權繼光街口)統聯客運：50、59(民權繼光街口)、61(第一廣場站)、73(臺中火車站)、75(民權繼光街口)、81(第一廣場站)仁友客運：21(民權繼光街口)、105(第一廣場站)全航客運：5(民權繼光街口)、58、65 (臺中火車站下車，步行約5分鐘即可抵達) 豐原客運：51、55、200、202、203、270、271、276、277(民權繼光街口)、280、285、286、288、289(臺中火車站)中臺灣客運：1、25 (民權繼光街口)、20、31、125、281(臺中火車站)東南客運：7、67(臺中火車站)優化公車：300~308(臺中火車站),●停車資訊：龍心商場內附設收費停車場、第一廣場也有地下停車場
258,酒桶山農場,經營特色：?酒桶山農場位於海拔800公尺的酒桶山山麓，居高臨下，視野遼闊，有奇特的天然美景，奇峰萬疊，清峰山嵐，落日斜陽，燈海夜景，星空夜色，奇妙雲山，都令人嘆為觀止!而且動植物生態極為豐富，真是不可多得的人間仙境。農場內經常舉辦人文、藝術活動、藉以提升人文藝術修養，並有【休閒學笑】的心情分享，希望營運一個身心靈休閒養生度假農場，讓來山休閒的人，都能有不同的旅程感受。讓生命綻放不同的光采與芬芳。,太平區,東汴里山田路長青巷26號,(04)22766060,24.13686,120.8132,,,＜國道一號南下＞台中大雅交流道→台中市 中清路→大雅路左轉→太原路→太平大興路左轉→中山路→勤益技術學院左轉→東平路→一江穚→頭汴坑→蝙蝠洞左轉→往酒桶山→酒桶山農場。,,
213,昇和香菇農園,一般來說，香菇是種植在培養土之中，然後依不同的種類，培養出不同的菇菌，在採收過後這些培養土大部分都會丟棄，而昇和香菇園則是利用廢棄的培養土，拿來繁殖獨角仙與鍬形蟲，還製成標本，每當小朋友來到這邊的時候，都會對這些昆蟲充滿興趣，而園長也會詳細的介紹。園長也會帶領小朋友們參觀各式各樣不同的美麗昆蟲，並教導小朋友尊重生命，讓小朋友們來此進行一趟知性之旅。昇和香菇農園非常適合小朋友到此一遊，不僅有活蹦亂跳的昆蟲可以觀賞，小朋友們還可以透過園長的導覽解說了解昆蟲的生長過程，另有精美的昆蟲標本，帶小朋友到此一遊保證會讓他們滿載而歸。,新社區,協成村協中街263號,0919-825497,24.19856,120.80091,,早晚溫差大，民眾到此遊玩建議多加件外套，以免著涼。,中山高速公路接國道四號，下東勢自豐勢路右轉往石岡國中，自此沿著山路蜿蜒而上，約15分鐘即可抵達新社鄉。從台中走文心路接東山路，抵大坑經中興嶺往谷關方向到協成村，沿指標即可以到達。,可在台中或豐原火車站對面公車站搭乘豐原客運。,
212,沐心泉休閒農場,沐心泉腹地遼闊，總面積超過八公頃，置身在餐廳平台，放眼望去盡是滿山翠綠的原始林木，農場位於600至900公尺的高海拔山上，至高點上向南可望酒桶山，西可遠眺台中港，東看大雪山，而農場東側與大甲溪河床約有300多公尺的落差，其遼闊的景緻不亞於站在台北101俯看台北市，傍晚的景緻更是令人驚嘆，可俯瞰整片霓紅燈海的台中盆地；抬頭仰望滿天的星斗與明亮星鑽。農場位於層層山巒之上，清晨觀日出，看那第一道曙光的活力；黃昏看夕陽，看那滿天彩霞的柔媚，佇足在峰頂，時見山間雲海起伏，除了視覺的享受外，聽覺的激盪又是一番幸福，聽那溫婉的鳥鳴，尤其是那竹雞的叫聲更是可愛，還有大甲溪的潺潺流水聲，聽那大自然美妙的天籟之音，能洗滌心靈，讓人無限舒暢。為了不破壞山林的原有景緻，這裡不論是涼亭、步道甚或屋頂皆以原始樸素的基調去造做，以融入這片大自然的好環境。農場備有停車場，除了寬闊的平台外，更將原有2公里的農路修築成4米寬的平坦道路，道路兩側除了原有的嫩草鮮花與長年老木外，更植有櫻花、杜鵑、野百合、薰衣草、楓樹、金針花、油桐花......等，農場中有十幾座涼亭以及數座公廁，可提供旅客最舒適的遊園環境，農場中有長約1公里的步道，更可引領遊客進入另一段高潮，依著山勢的層疊起伏，不同的角度向下俯瞰餐廳皆呈現不同的舖陳和線條，總令人感到驚喜。,新社區,中和村中興街60號,(04)25931201,24.14942,120.84756,不分平假日【門票150元】，其中100元可折抵園內消費。,,國道一號由中清交流道下走松竹路，往大坑方向經東山樂園，過中興嶺再往新五村方向直走，見往中和村指標右轉，經一段山路，遇大三叉路口，右轉往中和村，直行經中和國小（在此之前可依薰衣草森林路標走）再往前行約5~7分鐘左右，看見沐心泉招牌依山路向上即可到達。國道一號（或國道三號）接國道四號走到底下豐原交流道，走台3號省道經石岡，往東勢方向，過東勢大橋後往右轉接台8號省道中橫公路往谷關路上，過龍安橋往新社方向一直直行，經過安妮公主花園再直行，到三叉路口左轉往中和村方向，行經中和國小（在此之前可依薰衣草森林路標走）再往前行約5~7分鐘左右，看見沐心泉招牌依山路向上即可到達。,,
206,中社觀光花市,中市花卉之鄉的后里，一年四季都有美麗的花海風傾，沿著田野花間遊賞后里的人文風情、一覽后里花卉的浪漫情調。而位於后里知名的中社觀光花市是來后里賞花的好選擇，園區歐式庭院風格一年四季譜出豐富的色彩，更是許多婚紗業者的熱愛的場景選擇，迎著四月的到來，正是百合花盛開的時間，園區的『百合花』與『七彩花田』綻放光芒。除了常見的香水百合、黃金百合、姬百合之外，其中在姬百合系列中，有除了市面上常見的橘色與黃色的姬百合以外，中社觀光花市特別種植其他少見的姬百合:有白色、粉紅色、桃紅色、紅色等。百合花的多采多姿，加上七彩花田的繽紛色彩，春季的燦爛在中社觀光花市熱烈展現，也是不能錯過的遊程。,后里區,三豐路五段333號,(04)25576926,24.33397,120.73029,,,北上：	◎中山高「后里交流道」下，直行后科路三段，遇三豐路左轉約2公里即可到達。◎或中山高北上165公里處轉國道四號，往豐原方向遇三豐路出口下，左轉約7公里即可到達。 	南下：	中山高「三義交流道」下，往后里方向約7公里即可到達。,◎西部幹線「后里站」下車，再搭乘計程車至中社觀光花市。◎或「泰安站」下車，再往西步行約20分鐘即可到達。◎台北來賓可至國道聯營車站搭乘「豐原客運」『台北－豐原』路線，在中社觀光花市前下車。,
178,金華山媽祖文物館,開放時間：週二至週日，09:00-17:30館舍地址：臺中市大甲區光明路119巷9號聯絡電話：04-26765678官方網站：http://www.mazu888.com.tw/Facebook：https://www.facebook.com/ghs5678???????????????????????????導覽解說：■有 □無 ■預約制預約電話：04-26765678其他服務：■ DIY體驗：紀念造型馬口鐵、木製小宮燈、紀念存錢筒■ 文創小舖門票資訊：一樓開放參觀，二樓以上須參觀費用。一般民眾$150：可抵消費$50。優待$100：年滿65歲，身高90cm~150cm 12歲以下孩童；可抵消費$50。特惠$50：身高90cm以下孩童3歲以下孩童，身心障礙者，大甲區居民，志願服務榮譽卡。,大甲區,光明路119巷9號,(04)26765678,24.34409,120.62065,一樓開放參觀，二樓以上須參觀費用。 一般民眾$150：可抵消費$50。,,,1.開車：循鹿港鎮中山路即可以到達該館2.大眾運輸：無,
165,萬春宮,1721年（康熙六十年），台灣發生朱一貴事件，總兵藍廷珍奉命平亂，於是，藍廷珍親赴湄洲朝天閣，恭請聖母正身，隨船保護來台，登台後，將聖母駐奉祀於台南大天后宮，亂事平定後，再迎聖母奉祀於大墩庄店（今天台中市三民路一帶），定名為「藍興宮」媽祖廟。後因廟宇遭風雨剝蝕，地方人士募資改建，更名為「萬春宮」。經日治時期拆毀、光復後重現，力圖恢復莊嚴肅穆的舊觀，除舉行慶成大典，向媽祖禮行三獻，以酬謝聖恩，並陸續修建正門「天后閣」牌樓，於廟門額書「入得之門」，宣導媽祖信仰除了本身具有敬天畏神的宗教性質外，信徒的德性修持亦能彰顯孝順之德行。,中區,成功路212號,(04)22245964,24.14214,120.68165,,,於中港交流道下，往台中市區方向行駛（台中港路），至平 等街左轉，到成功路交叉口即可抵達,可搭臺中客運8、14、15、32、34、36、108線至興中街下車。請於台中站下車，車站前之道路為中正路，至平等街右轉，到成功路交叉口即是,
